TraitName,Timepoint,Domain,Group,Trait,BW.Var,Age.Var,coef,p_add,q_add,p_int,q_int,coef_AL,p_AL,q_AL,coef_1D,p_1D,q_1D,coef_2D,p_2D,q_2D,coef_20,p_20,q_20,coef_40,p_40,q_40,N_AL,N_1D,N_2D,N_20,N_40
Y1_FLOW_NK.PercLymph,Y1,FLOW,Immune,NK.PercLymph,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.01343008925840136,0.6696428261488159,0.8199708075291623,0.8240927535526965,0.992485414532811,-0.06079955046626744,0.258378727021921,0.6089023106825466,-0.04504984954246009,0.5106534183038414,0.8482044942757303,0.04177330815516641,0.5536660630079794,0.8171909585686851,-0.03874967879693119,0.6054572780886381,0.8416919673786938,0.0031464927434338512,0.9699387736075963,0.9939039639491546,187,188,190,189,182
Y1_FLOW_NKG2DposT.CD4posPercNKG2DposT,Y1,FLOW,Immune,NKG2DposT.CD4posPercNKG2DposT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.039159354225216214,0.21537861415830786,0.41894991769864814,0.5985557023873487,0.9853220318120754,0.1057950048472204,0.05803330021263476,0.34434460184614507,0.04101063379973493,0.5116465514718607,0.8482044942757303,-0.04901776669174753,0.47309987433667355,0.7604015324222209,0.085100229743811,0.29088750155828796,0.633056082418645,0.025870253428690097,0.7568310509507046,0.952661299042952,187,188,190,189,182
Y1_FLOW_NKG2DposT.CD8posPercNKG2DposT,Y1,FLOW,Immune,NKG2DposT.CD8posPercNKG2DposT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.035441958791088475,0.2629026900825285,0.460559457078882,0.4537930801784801,0.9396125275749886,-0.05657782431216911,0.2898410590589673,0.6316596940586005,0.005822736672673915,0.9329897634590039,0.9925311324188524,0.059036570294063194,0.3856283429139026,0.6940060791358098,-0.14866083209980116,0.06605638648488008,0.3336055215967348,-0.05979550774009327,0.45622207712482443,0.8029056852370053,187,188,190,189,182
Y1_FLOW_NKG2DposT.DNPercNKG2DposT,Y1,FLOW,Immune,NKG2DposT.DNPercNKG2DposT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.02413307533587766,0.4426197049450519,0.6639295574175779,0.2578072632586911,0.8576938066957981,-0.05123976606853055,0.3571383404403957,0.6943968903796754,-0.05404989892412859,0.41280301720024715,0.7941928289114587,1.802619582098781e-4,0.9978273806264636,0.9985465114691121,0.1174965727073881,0.13607054435361893,0.45373871313415454,0.11681041656053974,0.15186636931421488,0.5586617472820697,187,188,190,189,182
Y1_FLOW_NKG2DposT.PercT,Y1,FLOW,Immune,NKG2DposT.PercT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.07440169878961583,0.018359790750981285,0.06957394389845539,0.9794935011088248,0.9944097161284644,-0.05904850204806104,0.28289656125162194,0.6299280571969346,-0.1174396888451668,0.0767291772428605,0.36613721489713974,-0.05310306749385649,0.42481785659888616,0.7279567382870039,-0.06559692717675765,0.4190054958574646,0.7246568479080788,-0.08169722978654302,0.32678638824000517,0.7325507179063451,187,188,190,189,182
Y1_FLOW_T.PercLymph,Y1,FLOW,Immune,T.PercLymph,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.013988380681252903,0.6561194688266934,0.8124754460844383,0.1348112089531778,0.7371183765004591,0.06111261466590887,0.2291181801559681,0.5905114693058326,0.12837150826384133,0.03949609674383251,0.27803687905806845,0.001855901159806909,0.9790679298896492,0.9904254748077589,-0.11853598670696631,0.13485984117917177,0.45373871313415454,-0.029526149073713787,0.7361687544628708,0.9465026843094053,187,188,190,189,182
Y1_Glu.F_Glucose,Y1,Glu.F,Metabolism,Glucose,Y1_Glu.F_BWTest,Y1_Glu.F_AgeInDays,-0.02913509770434157,0.3788928947703847,0.6008874102085395,0.07488369693612078,0.6536048980110581,0.06619208848086204,0.2773202618079664,0.6244675616135821,-0.15481873202862292,0.019002669639609587,0.1850807960789372,-0.05375966564609067,0.45554618643685874,0.7488208389441356,0.11795739872278128,0.13624835659754642,0.45373871313415454,-0.10191504193953799,0.2485529326150036,0.6643651695085248,185,185,187,181,180
Y1_Glu.NF_Glucose,Y1,Glu.NF,Metabolism,Glucose,Y1_Glu.NF_BWTest,Y1_Glu.NF_AgeInDays,-0.05404903284524025,0.08887244211230944,0.2310041816637646,0.1709814426843987,0.807428078117364,0.06744731793056345,0.2543408226513496,0.6089023106825466,-0.11899592430608759,0.06888920467714993,0.3549108000033268,-0.11133079095564906,0.08139103088929435,0.2982939327953004,0.0151928375081677,0.8366474552018178,0.9416270153689706,-0.09519727037031789,0.29827059652379784,0.7046999223434042,187,188,190,189,182
Y1_MetCage_ChangeRQ,Y1,MetCage,Metabolism,ChangeRQ,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.014937051391219987,0.6889835059644773,0.8323290676080934,0.05779958019076848,0.6298461831370841,0.001971464805787626,0.9764998593636887,0.9915208658071281,-0.27898780998303496,3.211648189917599e-4,0.010873723157292441,0.004225761672783315,0.959483609246241,0.9867053659595361,0.015599821034761364,0.8524915150045391,0.9463316662686047,0.13313192070369445,0.19300612915677512,0.5992648008592136,132,140,166,165,146
Y1_MetCage_DeltaBodyMass,Y1,MetCage,Metabolism,DeltaBodyMass,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,0.016465825322337636,0.6446891593947046,0.8089684154385777,0.003194002138100758,0.14981138218653772,0.06543207518654627,0.3963707666986419,0.7381762070725357,0.041968735176049037,0.5562779794634545,0.8783219178840254,-0.00168446175624116,0.9817807188116905,0.9904254748077589,-0.17277909496999538,0.036526906093150686,0.2527010721068725,0.2027594364784111,0.027487382100423466,0.26304024151322924,154,170,189,186,179
Y1_MetCage_DeltaEE,Y1,MetCage,Metabolism,DeltaEE,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.018441451123799323,0.6006706880807238,0.7924202619409544,0.7089363772634497,0.9910284616491165,0.03917596206261794,0.5482131338417201,0.8188933686760693,0.0563234779804289,0.45602037674981544,0.822092758784652,-0.05031134839812641,0.46506586510203607,0.7566632267449602,-0.02846996243653425,0.7434009945598099,0.9083193039331465,-0.04620625304898413,0.6305217693751357,0.9205818561697598,132,140,166,165,146
Y1_MetCage_DeltaRQ,Y1,MetCage,Metabolism,DeltaRQ,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,0.007315909582888513,0.8482176283118713,0.9345001300342595,0.2313391390566756,0.8529889281115371,-0.0298015793527098,0.6550823488389628,0.8929544564972173,-0.21205408805861103,0.013521237681332152,0.1550580643778574,-0.0037258236789036916,0.9653684763029864,0.9891054775004808,0.06306582178304551,0.46301233556988597,0.7499888546430843,0.11057618078823625,0.2760938275233444,0.698383227114909,132,140,166,165,146
Y1_MetCage_DeltaVCO2,Y1,MetCage,Metabolism,DeltaVCO2,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.014506821231707503,0.6810741728032399,0.8269366010427196,0.8275861347835101,0.992485414532811,0.04001076187803641,0.5348710540780985,0.8123922595829215,0.043735019265948694,0.5571352812457039,0.8783219178840254,-0.037826914046397306,0.5890629176420062,0.8405269663393733,-0.04952558696522537,0.5678165702144913,0.8214660503814697,-0.026487629563127696,0.7853402412683296,0.9528611321236722,132,140,166,165,146
Y1_MetCage_DeltaVH2O,Y1,MetCage,Metabolism,DeltaVH2O,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.033260312155649584,0.34593295703867166,0.5681586903213309,0.5311502488825952,0.964386436733803,-0.0606246597989447,0.31254783966932936,0.6552538042190327,-0.030126828500164363,0.7101744620596079,0.9470044570048792,-0.12482127193562101,0.07690657136213144,0.2908541076514652,0.033908201416883596,0.6763840335683591,0.8778179724247389,0.0427635748891196,0.678125277247896,0.921152869689841,132,140,166,165,146
Y1_MetCage_DeltaVO2,Y1,MetCage,Metabolism,DeltaVO2,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.017077705192208765,0.6279108793030505,0.8001696161030023,0.6693508896558382,0.9910284616491165,0.036179981467052785,0.5776793857140363,0.8384536833136924,0.0645458902501626,0.3954776535379383,0.7832440436364182,-0.05192733219180902,0.4427770028421506,0.7432951468228357,-0.020565873260853917,0.815369280163391,0.9357150472376049,-0.047053281058093935,0.6276586988464589,0.9205818561697598,132,140,166,165,146
Y1_MetCage_EE,Y1,MetCage,Metabolism,EE,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.017157474714186053,0.6409033741612461,0.8081443597129547,0.5985582879177109,0.9853220318120754,-0.002015690706484169,0.9764559062906661,0.9915208658071281,0.07988316080296932,0.3034697096509334,0.6948721067914817,-0.003957354091042263,0.9567320352176215,0.9858499667242449,-0.10273866032843106,0.2715130609390428,0.6184236165924755,-0.04067528608715801,0.6706911413444945,0.9205818561697598,132,140,166,165,146
Y1_MetCage_EE.dark,Y1,MetCage,Metabolism,EE.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.026453016005573725,0.45979204459762746,0.6783817051440405,0.3984406991251464,0.9206150879564846,0.005619173773134423,0.9312465743448686,0.979189940229395,0.08054530297827756,0.29146631915467774,0.6816860293387363,-0.013686015157167306,0.8441179597537964,0.9556813206766708,-0.14054907104601605,0.12561910145526245,0.4452637457523164,-0.049563899717676614,0.6027187766460623,0.9117724472241495,132,140,166,165,146
Y1_MetCage_EE.light,Y1,MetCage,Metabolism,EE.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,0.011230207671716839,0.772563466755658,0.8885713994633767,0.9591183092935571,0.9944097161284644,-0.03225014104990792,0.6476113067046764,0.8861398986779637,0.04073252261905455,0.6297769771091163,0.9101045339930521,0.030356316550950335,0.6921046339922364,0.90166047961511,0.02288170995397375,0.8066448017501062,0.9357150472376049,-0.0068251399022794534,0.9484331565796851,0.990921169332897,132,140,166,165,146
Y1_MetCage_ExpectedOffWheelBout.dark,Y1,MetCage,Metabolism,ExpectedOffWheelBout.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,0.04480545554424931,0.18160240657034685,0.37899632675550643,0.015207121936092046,0.334793939121491,-0.05658750425226267,0.3388022477278414,0.6837901465371969,-0.009723320853700694,0.8917727193578806,0.9925311324188524,0.002986543319473204,0.9664685695434789,0.9891054775004808,0.2908797677123574,4.925774682404264e-4,0.02057347840724247,0.03140222576734952,0.7186948992883374,0.9444691162171241,155,172,189,189,181
Y1_MetCage_ExpectedOffWheelBout.light,Y1,MetCage,Metabolism,ExpectedOffWheelBout.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.033672375807086256,0.305950280764452,0.5146827153046857,0.5354244631851994,0.96540103830486,-0.10654906281118517,0.08752725396858539,0.38738914256466495,0.040463921666128215,0.5669972386443717,0.8864272528053624,0.061649250321715074,0.34999222494220317,0.6743752626935134,-0.08726244220166181,0.23871562425447182,0.5793911422583112,-0.044876858594834826,0.6282526590534296,0.9205818561697598,156,172,190,189,182
Y1_MetCage_ExpectedWheelRunningBout.dark,Y1,MetCage,Metabolism,ExpectedWheelRunningBout.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.031733143548379014,0.3472080885297022,0.5681586903213309,0.2239321866584343,0.8529889281115371,0.009315992079294556,0.8860776554038452,0.9789204419093426,0.07921182303586911,0.24304857647199377,0.6225369017351503,-0.022678805007881664,0.7452769595829394,0.9209377617460857,-0.14858947650067858,0.05913105898400181,0.3260209052182833,-0.05861107019941558,0.5242443137288468,0.852912440482717,155,172,189,189,181
Y1_MetCage_ExpectedWheelRunningBout.light,Y1,MetCage,Metabolism,ExpectedWheelRunningBout.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,0.02218165116164564,0.519093893245454,0.7271354146628927,0.8236447289412427,0.992485414532811,0.06004203268059646,0.3550788917628698,0.6943968903796754,0.07709169692477706,0.3049227810393,0.6948721067914817,0.02063735537437608,0.7750236564462228,0.9308138846845684,-0.04189330996035636,0.5860417801104276,0.8389598285843614,0.0059571064234665025,0.9474875158142076,0.990921169332897,152,170,189,186,180
Y1_MetCage_Food,Y1,MetCage,Metabolism,Food,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.010102439116016682,0.7631090941022513,0.8819238326703386,0.6130066509439078,0.9853220318120754,0.01733454291437745,0.7733779402596579,0.9272775638230346,-0.12041783192879876,0.09958532426726886,0.41923721823213694,0.013113299212525811,0.8501364105776237,0.9558138113587307,-0.06489241938589022,0.4019962909356861,0.7195733607748782,0.061996047087064465,0.5090665778923582,0.8436977549684538,156,172,190,189,182
Y1_MetCage_Food.dark,Y1,MetCage,Metabolism,Food.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.030893214625719805,0.3516922365306343,0.5709152314173545,0.2807442406875126,0.8670001603734809,0.01123783917212303,0.8501519054734848,0.9706352169179756,-0.1470248700735564,0.038274935906027464,0.27768856560393396,0.02075664749873383,0.769902461074454,0.9293729199048163,-0.12839707467715683,0.1065423098713728,0.4301486498497704,0.03317901203770059,0.7058938735697728,0.9381131665572121,156,172,190,189,182
Y1_MetCage_Food.light,Y1,MetCage,Metabolism,Food.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,0.026919440959145977,0.41829177556974784,0.6421536853096342,0.9713524831583644,0.9944097161284644,0.02191865391259693,0.7457365247864598,0.9140546445787183,-0.0038809537579341936,0.9545726704095723,0.9925311324188524,0.01005567260825306,0.8794953523827055,0.9664933470542558,0.012496629835904972,0.8612150215276869,0.9477170066555823,0.09611783251123387,0.3288522386664453,0.7329590648647104,156,172,190,189,182
Y1_MetCage_PedMeters,Y1,MetCage,Metabolism,PedMeters,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.02166614899633528,0.5097161970392412,0.7224324052524678,0.18295252503261708,0.807428078117364,0.08503651079030558,0.2082007695625069,0.5659027721673842,-0.16238097245270994,0.016338947210706493,0.168362195171193,0.04134864670764107,0.5365492843768294,0.8082341974405205,-0.07143840129888154,0.3437024662131487,0.6804658626452083,0.005711854611663205,0.9462922569358121,0.990921169332897,156,172,190,189,182
Y1_MetCage_PedMeters.dark,Y1,MetCage,Metabolism,PedMeters.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.014030040241996566,0.6684995652359866,0.819965395178723,0.22187422468529885,0.8529889281115371,0.08533564780783838,0.22038483803051306,0.5836221914215459,-0.1210695103134495,0.06003037245220879,0.3414527585081636,0.0778324817423221,0.23877688211060857,0.5566241415758777,-0.0674178526364565,0.3865550575902418,0.7122721422022609,-0.025773905550636862,0.76017552420888,0.952661299042952,156,172,190,189,182
Y1_MetCage_PedMeters.light,Y1,MetCage,Metabolism,PedMeters.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.02626558302112848,0.425729603512752,0.6507968461341432,0.6376959292258473,0.9853220318120754,-1.4511771743919562e-4,0.998276076967518,0.9996347766207173,-0.11514380854901661,0.10008784474069599,0.41923721823213694,-0.05406628706184061,0.4201231366444197,0.7250183256169476,-0.03245325181102431,0.6555968197130934,0.8700369244972767,0.060087212190766084,0.4955355539245595,0.8292404717729982,156,172,190,189,182
Y1_MetCage_PedSpeed,Y1,MetCage,Metabolism,PedSpeed,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.019361003250002652,0.5752378017393269,0.774151807948253,0.22629414510854162,0.8529889281115371,0.12499392837455105,0.07611620099027476,0.3789952507640764,-0.04570526698349044,0.5449496276380046,0.8706947983160028,0.02175702007745997,0.7500358817291458,0.9209377617460857,-0.13009453394124604,0.09626897554026403,0.4187815996974121,-0.0408460421338568,0.6490707530628941,0.9205818561697598,156,172,190,189,182
Y1_MetCage_PedSpeed.dark,Y1,MetCage,Metabolism,PedSpeed.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.016357537807405637,0.633028807841467,0.8024308831793244,0.07545091312227793,0.6536048980110581,0.11434154301137005,0.09887972135006327,0.4073085162627328,-0.0060428228439969485,0.9315913520287473,0.9925311324188524,0.06688766575241861,0.3308180183620615,0.6557171058980136,-0.16612164883723748,0.042424415654693785,0.2736565910699167,-0.06211298120752095,0.48444155874704387,0.8240142303089669,156,172,190,189,182
Y1_MetCage_PedSpeed.light,Y1,MetCage,Metabolism,PedSpeed.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.01690459360409437,0.6109123213677767,0.7965686818190023,0.8866249011775447,0.9944097161284644,0.032625831127556536,0.621761445117212,0.8695189391626259,-0.052639209960119684,0.48099880092672864,0.8373411947488627,-0.08385095597103663,0.2018880194702954,0.5199151997118954,-0.013628088018487599,0.8466609019290512,0.9427994271484619,0.023065706455539306,0.8044659743247677,0.9660435495554588,156,172,190,189,182
Y1_MetCage_RQ,Y1,MetCage,Metabolism,RQ,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.03487506797107271,0.36105794579598993,0.5789793340158413,0.4707708568303639,0.9396125275749886,0.0541519656454484,0.39252922230003384,0.7348393012770869,-0.21798284253409952,0.007773601466224039,0.1124580974583894,-0.05244549199102589,0.5270963211199902,0.8024956837608416,-0.09389464641844275,0.3344861413991158,0.6746255696951181,0.029406712824904556,0.7745320098348952,0.952661299042952,132,140,166,165,146
Y1_MetCage_RQ.dark,Y1,MetCage,Metabolism,RQ.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.03382733424147559,0.3720009157148664,0.592567830342265,0.4355184467394009,0.9347395916585947,0.040078227869820626,0.5304355469465986,0.8123922595829215,-0.18729825037208897,0.023768469233579555,0.20609001981798858,-0.01360071792836818,0.8720833615340537,0.9598316873850035,-0.12352944456230622,0.17020194303561065,0.5120360975357026,0.022891841188445176,0.8214845838804613,0.9744585976097913,132,140,166,165,146
Y1_MetCage_RQ.light,Y1,MetCage,Metabolism,RQ.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.03592975076829651,0.33472936565691025,0.5527640900756317,0.6424406561208149,0.9853220318120754,0.03494764434705769,0.571097347073399,0.8334176890987498,-0.16854156162981712,0.03311483285028539,0.25047495911226503,-0.12285177487049426,0.1258344866529611,0.3924049123256813,0.03273978399605303,0.7296759062813523,0.9023280637261628,-0.010786383537578388,0.915884042647114,0.9816883375480957,132,140,166,165,146
Y1_MetCage_TimeFasting,Y1,MetCage,Metabolism,TimeFasting,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,0.026605785584737227,0.46265826024422274,0.6790674456815704,0.6591841450707849,0.9884909207373337,-0.07535940386699203,0.1910349739275589,0.5614223618512336,0.07396538452680615,0.36149865353518884,0.7515366744547347,0.1114698483107602,0.1664294806364385,0.455120618201953,0.0924327013388419,0.2907059161204169,0.633056082418645,0.014608329548503883,0.8842612048793427,0.9744585976097913,132,140,166,165,146
Y1_MetCage_VCO2,Y1,MetCage,Metabolism,VCO2,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.02722874206271362,0.44999700914158514,0.6694170383924407,0.6962699299579731,0.9910284616491165,-0.0037912178214488798,0.9524252343102133,0.9825739467631985,0.0407306827661528,0.599288344264391,0.8994784328150083,-0.01695255827514648,0.8124870012975313,0.9450896616861483,-0.11460419374681809,0.22461149429505994,0.5670608034415674,-0.04171642998917379,0.6578559623572358,0.9205818561697598,132,140,166,165,146
Y1_MetCage_VCO2.dark,Y1,MetCage,Metabolism,VCO2.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.033322108075174085,0.34658979952703917,0.5681586903213309,0.3807860660181158,0.9175617839359902,0.005519148304871349,0.930492165644176,0.979189940229395,0.050979945529359194,0.5043642416187339,0.8482044942757303,-0.015719851798833995,0.8211532117146201,0.9467244218045721,-0.16794230221335138,0.06591308110182546,0.3336055215967348,-0.04393809473417542,0.6371782214343933,0.9205818561697598,132,140,166,165,146
Y1_MetCage_VCO2.light,Y1,MetCage,Metabolism,VCO2.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,0.003987979767119356,0.9156243887969091,0.9658174760235106,0.9437309395650801,0.9944097161284644,-0.022699634162221025,0.7333199318522208,0.9140546445787183,0.011440917095457852,0.8910024903893357,0.9925311324188524,8.574308022690679e-4,0.9909488594580145,0.9951477953031755,0.04615566526550014,0.6204302683916112,0.8526450521466288,-0.013405335380769323,0.8910421080158009,0.9744585976097913,132,140,166,165,146
Y1_MetCage_VH2O,Y1,MetCage,Metabolism,VH2O,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.04374924144740108,0.2159416526407384,0.41894991769864814,0.8301080028669676,0.992485414532811,-0.04631106714429743,0.44021496625774903,0.7806964712056769,-0.09508947001038162,0.25662915187692387,0.6357607212003236,-0.09084384088636288,0.22318359048813402,0.5397399076090588,0.024141677548581635,0.7684407963679907,0.9170060169991355,-0.02549311577169352,0.7850234711655756,0.9528611321236722,132,140,166,165,146
Y1_MetCage_VH2O.dark,Y1,MetCage,Metabolism,VH2O.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.03454070898849801,0.32839069983588476,0.5435432273145678,0.9904048929077172,0.9989402813360714,-0.030370586348352473,0.6189795932757425,0.8695189391626259,-0.059394629771679024,0.46848687204463757,0.8306360845693203,-0.06008267433983544,0.4168815560500354,0.7250183256169476,-0.0018635211252364806,0.9817557705338826,0.9988489047949796,-0.024749341356099443,0.7940847590117268,0.9585641148681455,132,140,166,165,146
Y1_MetCage_VH2O.light,Y1,MetCage,Metabolism,VH2O.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.038302843734592466,0.2801242882567014,0.4813591588181981,0.1412137533272791,0.7371183765004591,-0.014316944388344459,0.8171987817582947,0.9498513470350732,-0.14796099711618374,0.07572584864337369,0.36379107017188306,-0.13181219968531468,0.08398659956105689,0.30311914866960127,0.10959053667608432,0.17489483383346963,0.5175223233486591,-0.0616542305170554,0.4956782004268977,0.8292404717729982,132,140,166,165,146
Y1_MetCage_VO2,Y1,MetCage,Metabolism,VO2,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.012886250159589469,0.7274847086704832,0.8594093640548448,0.6256443103627819,0.9853220318120754,-0.00552214949863942,0.9358347257376894,0.979189940229395,0.08565193878475864,0.27087212683671497,0.6576540473145068,0.0016599958188947027,0.9819336131224752,0.9904254748077589,-0.09397484396498958,0.31630519731424367,0.6602755722361471,-0.03496854848312704,0.717557803258285,0.9444691162171241,132,140,166,165,146
Y1_MetCage_VO2.dark,Y1,MetCage,Metabolism,VO2.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.02450695462754044,0.4947640381178986,0.7110381386125488,0.4130584384579088,0.9280725278920642,0.003951016821248851,0.9519961311115009,0.9825739467631985,0.08565838880540791,0.2621290037878219,0.6448917705645031,-0.013908690620958971,0.8419994074256287,0.9556813206766708,-0.13369407067697292,0.14616690524725853,0.47142118989656356,-0.04597242438346293,0.6301798650364854,0.9205818561697598,132,140,166,165,146
Y1_MetCage_VO2.light,Y1,MetCage,Metabolism,VO2.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,0.016149046499966003,0.6794111339343363,0.8265481137508113,0.9351986955562348,0.9944097161284644,-0.02942804393777017,0.6778968709390671,0.898432636715917,0.048409648333798516,0.5692902927316762,0.8864272528053624,0.03427850943556517,0.6559673756015365,0.8814687877527999,0.021738106771972375,0.8165556475611182,0.9357150472376049,0.0059359656055214295,0.9556947752789742,0.990921169332897,132,140,166,165,146
Y1_MetCage_Water,Y1,MetCage,Metabolism,Water,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.05841260368462348,0.07920618448964788,0.20889543162104934,0.7729485205823855,0.9924766770581845,-0.05307358980369932,0.382204433934354,0.7192666118922095,-0.15535312129699666,0.0330622038713537,0.25047495911226503,-0.024755875396571432,0.7242233021359297,0.9129836308841242,-0.03811671574062702,0.6064955496243449,0.8416919673786938,-0.04135992378677784,0.6518113746081327,0.9205818561697598,156,172,190,189,182
Y1_MetCage_Water.dark,Y1,MetCage,Metabolism,Water.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.03899814648926154,0.23848107085079553,0.4402727461860841,0.699241905147656,0.9910284616491165,-0.02443921078228648,0.6942078222363974,0.9033521026197767,-0.10713457810830802,0.12813426744359413,0.47203867436474317,0.031189726187224716,0.6606900044337866,0.8846527178011718,-0.045406501339997386,0.5473949163347032,0.8131426558000985,-0.05566795886275442,0.5232277249839491,0.852912440482717,156,172,190,189,182
Y1_MetCage_Water.light,Y1,MetCage,Metabolism,Water.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.04411073432759157,0.18478511483783344,0.38231403069896575,0.5856837361098891,0.9853220318120754,-0.0750306757101758,0.23636930500805295,0.5905114693058326,-0.11328416521707828,0.12148855223321844,0.45945936509477825,-0.0749582580609523,0.2878261716383809,0.6089122642269745,0.04883350301276539,0.49731444355157184,0.775767192991123,-0.04135109914529419,0.6419472567252824,0.9205818561697598,156,172,190,189,182
Y1_MetCage_WheelMeters,Y1,MetCage,Metabolism,WheelMeters,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.06505336250338094,0.06196928386551953,0.17847153753269623,0.2514995502319337,0.8576938066957981,0.03208629449960165,0.6239726614186447,0.8695189391626259,0.013644741376895883,0.8550351610058948,0.9925311324188524,-0.05369697396966171,0.45605144928682306,0.7488208389441356,-0.16759149848618848,0.04718042935391914,0.28763924278092107,-0.11505149670079458,0.19542943812556926,0.5992648008592136,156,172,190,189,182
Y1_MetCage_WheelMeters.dark,Y1,MetCage,Metabolism,WheelMeters.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.07224983517983734,0.03735966230461165,0.11849760730978144,0.2248067663263466,0.8529889281115371,0.02102603797423867,0.7448472259704979,0.9140546445787183,-0.0014860711043138716,0.9837797978055627,0.9941196000594554,-0.04667312136933407,0.516328750167326,0.7946098298029628,-0.19147312465890487,0.02420607805304895,0.21269674317486603,-0.11531000136940034,0.1989167387213897,0.5992648008592136,156,172,190,189,182
Y1_MetCage_WheelMeters.light,Y1,MetCage,Metabolism,WheelMeters.light,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.02263714687953514,0.5025509947847817,0.7177412941674716,0.7033832061597209,0.9910284616491165,0.06797807557443507,0.265820036813509,0.612839120242077,-0.018077627234823587,0.8224030599008739,0.9925311324188524,-0.10796475817020945,0.1331461244553328,0.40283784888400687,-0.05224212056475237,0.47380376085985076,0.7538744283903404,-0.0033924511152286776,0.9694717078672628,0.9939039639491546,156,172,190,189,182
Y1_MetCage_WheelSpeed,Y1,MetCage,Metabolism,WheelSpeed,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.07203119545673128,0.03970275943945557,0.12482963666553716,0.2277010787097159,0.8529889281115371,0.04708507319740856,0.46673487171276984,0.7967831024239428,-2.5509213112030776e-4,0.9973951397110223,0.9977188072982123,-0.07385387867721692,0.30892485173833373,0.6325685146311456,-0.1837020658412941,0.028619695542057778,0.23697190420220268,-0.11242579500228984,0.20193398683829217,0.5992648008592136,156,172,190,189,182
Y1_MetCage_WheelSpeed.dark,Y1,MetCage,Metabolism,WheelSpeed.dark,Y1_MetCage_BWTest,Y1_MetCage_AgeInDays,-0.07992577338488512,0.021706463607676592,0.07973802957922013,0.14249196097732664,0.7371183765004591,0.03225727797303861,0.6141615701622758,0.8695189391626259,-0.01318674742521791,0.859633461828933,0.9925311324188524,-0.05152267556661999,0.4744568072245994,0.7604015324222209,-0.22161218334387928,0.009530152324786656,0.11372648440912077,-0.12249140335082898,0.1711199675586497,0.5766175210151656,156,172,190,189,182
